date,Month,Year,Region,Commodity,Tenklbs
3/24/2020,3,2020,Mexico-Texas,Carrots,8
3/24/2020,3,2020,Mexico-Texas,"Corn, Sweet",1
3/24/2020,3,2020,Mexico-Texas,Bananas,2
3/24/2020,3,2020,Mexico-Texas,Onions Dry,3
3/24/2020,3,2020,Mexico-Texas,"Peppers, Other",6
3/24/2020,3,2020,Mexico-Texas,Watermelons,1
3/24/2020,3,2020,Mexico-Texas,Avocados,229
3/24/2020,3,2020,Mexico-Texas,Bananas,44
3/24/2020,3,2020,Mexico-Texas,Blackberries,25
3/24/2020,3,2020,Mexico-Texas,Blueberries,25
3/24/2020,3,2020,Mexico-Texas,Broccoli,19
3/24/2020,3,2020,Mexico-Texas,Cabbage,2
3/24/2020,3,2020,Mexico-Texas,Cactus Pears,0
3/24/2020,3,2020,Mexico-Texas,Carrots,5
3/24/2020,3,2020,Mexico-Texas,Cauliflower,2
3/24/2020,3,2020,Mexico-Texas,Celery,11
3/24/2020,3,2020,Mexico-Texas,Cucumbers,10
3/24/2020,3,2020,Mexico-Texas,Eggplant,4
3/24/2020,3,2020,Mexico-Texas,"Lettuce, Iceberg",55
3/24/2020,3,2020,Mexico-Texas,"Lettuce, Other",15
3/24/2020,3,2020,Mexico-Texas,"Lettuce, Romaine",17
3/24/2020,3,2020,Mexico-Texas,Misc Herbs,1
3/24/2020,3,2020,Mexico-Texas,Mushrooms,9
3/24/2020,3,2020,Mexico-Texas,Peas Green,3
3/24/2020,3,2020,Mexico-Texas,Radicchio,0
3/24/2020,3,2020,Mexico-Texas,Raspberries,46
3/24/2020,3,2020,Mexico-Texas,Tomatoes,205
3/24/2020,3,2020,Mexico-Texas,Avocados,270
3/24/2020,3,2020,Mexico-Texas,Bananas,63
3/24/2020,3,2020,Mexico-Texas,Beans,10
3/24/2020,3,2020,Mexico-Texas,Beets,15
3/24/2020,3,2020,Mexico-Texas,Blackberries,18
3/24/2020,3,2020,Mexico-Texas,Blueberries,15
3/24/2020,3,2020,Mexico-Texas,Broccoli,84
3/24/2020,3,2020,Mexico-Texas,Brussels Sprouts,7
3/24/2020,3,2020,Mexico-Texas,Cabbage,1
3/24/2020,3,2020,Mexico-Texas,Cactus Leaf (nopales),2
3/24/2020,3,2020,Mexico-Texas,Cactus Pears,0
3/24/2020,3,2020,Mexico-Texas,Carrots,63
3/24/2020,3,2020,Mexico-Texas,Cauliflower,3
3/24/2020,3,2020,Mexico-Texas,Celery,28
3/24/2020,3,2020,Mexico-Texas,Chinese Cabbage,9
3/24/2020,3,2020,Mexico-Texas,Cucumbers,82
3/24/2020,3,2020,Mexico-Texas,Eggplant,2
3/24/2020,3,2020,Mexico-Texas,Guava,8
3/24/2020,3,2020,Mexico-Texas,Kale Greens,3
3/24/2020,3,2020,Mexico-Texas,Kohlrabi,0
3/24/2020,3,2020,Mexico-Texas,"Lettuce, Iceberg",12
3/24/2020,3,2020,Mexico-Texas,"Lettuce, Other",21
3/24/2020,3,2020,Mexico-Texas,"Lettuce, Romaine",0
3/24/2020,3,2020,Mexico-Texas,Limes,170
3/24/2020,3,2020,Mexico-Texas,Misc Asian,5
3/24/2020,3,2020,Mexico-Texas,Misc Herbs,21
3/24/2020,3,2020,Mexico-Texas,Misc Tropical,56
3/24/2020,3,2020,Mexico-Texas,Mixed and Misc Melons,5
3/24/2020,3,2020,Mexico-Texas,Okra,4
3/24/2020,3,2020,Mexico-Texas,Onions Dry,61
3/24/2020,3,2020,Mexico-Texas,Onions Green,6
3/24/2020,3,2020,Mexico-Texas,Oranges,21
3/24/2020,3,2020,Mexico-Texas,Papaya,43
3/24/2020,3,2020,Mexico-Texas,Parsley,0
3/24/2020,3,2020,Mexico-Texas,"Peppers, Bell Type",76
3/24/2020,3,2020,Mexico-Texas,Pineapples,86
3/24/2020,3,2020,Mexico-Texas,Plantains,4
3/24/2020,3,2020,Mexico-Texas,Radishes,1
3/24/2020,3,2020,Mexico-Texas,Rape Greens,1
3/24/2020,3,2020,Mexico-Texas,Raspberries,29
3/24/2020,3,2020,Mexico-Texas,Spinach,0
3/24/2020,3,2020,Mexico-Texas,Squash,13
3/24/2020,3,2020,Mexico-Texas,Strawberries,70
3/24/2020,3,2020,Mexico-Texas,Swiss Chard,0
3/24/2020,3,2020,Mexico-Texas,Tomatoes,129
3/24/2020,3,2020,Mexico-Texas,"Tomatoes, Cherry",9
3/24/2020,3,2020,Mexico-Texas,"Tomatoes, Grape Type",14
3/24/2020,3,2020,Mexico-Texas,"Tomatoes, Plum Type",131
3/24/2020,3,2020,Mexico-Texas,Vegetables Other,2
3/24/2020,3,2020,Mexico-Texas,Watermelons,92
3/24/2020,3,2020,Mexico-Texas,Avocados,6
3/24/2020,3,2020,Mexico-Texas,Cucumbers,55
3/24/2020,3,2020,Mexico-Texas,Limes,46
3/24/2020,3,2020,Mexico-Texas,Onions Dry,460
3/24/2020,3,2020,Mexico-Texas,Watermelons,464
3/24/2020,3,2020,Mexico-Texas,Bananas,4
3/24/2020,3,2020,Mexico-Texas,Beans,1
3/24/2020,3,2020,Mexico-Texas,Beets,0
3/24/2020,3,2020,Mexico-Texas,Cactus Leaf (nopales),1
3/24/2020,3,2020,Mexico-Texas,Cactus Pears,0
3/24/2020,3,2020,Mexico-Texas,Carrots,1
3/24/2020,3,2020,Mexico-Texas,"Corn, Sweet",2
3/24/2020,3,2020,Mexico-Texas,Cucumbers,0
3/24/2020,3,2020,Mexico-Texas,Huauzontle,0
3/24/2020,3,2020,Mexico-Texas,Lamb's Quarters (quilete),0
3/24/2020,3,2020,Mexico-Texas,Misc Herbs,2
3/24/2020,3,2020,Mexico-Texas,Misc Tropical,12
3/24/2020,3,2020,Mexico-Texas,Onions Dry,1
3/24/2020,3,2020,Mexico-Texas,Onions Green,1
3/24/2020,3,2020,Mexico-Texas,Peas Green,0
3/24/2020,3,2020,Mexico-Texas,"Peppers, Other",7
3/24/2020,3,2020,Mexico-Texas,Radishes,1
3/24/2020,3,2020,Mexico-Texas,Squash,2
3/24/2020,3,2020,Mexico-Texas,Swiss Chard,0
3/24/2020,3,2020,Mexico-Texas,Watermelons,108
3/24/2020,3,2020,Mexico-Texas,Broccoli,1
3/24/2020,3,2020,Mexico-Texas,Cabbage,1
3/24/2020,3,2020,Mexico-Texas,Cactus Leaf (nopales),0
3/24/2020,3,2020,Mexico-Texas,Carrots,11
3/24/2020,3,2020,Mexico-Texas,Cauliflower,2
3/24/2020,3,2020,Mexico-Texas,Chinese Cabbage,1
3/24/2020,3,2020,Mexico-Texas,"Corn, Sweet",3
3/24/2020,3,2020,Mexico-Texas,Eggplant,2
3/24/2020,3,2020,Mexico-Texas,Kohlrabi,1
3/24/2020,3,2020,Mexico-Texas,Misc Asian,13
3/24/2020,3,2020,Mexico-Texas,Misc Herbs,4
3/24/2020,3,2020,Mexico-Texas,Misc Tropical,5
3/24/2020,3,2020,Mexico-Texas,Onions Dry,3
3/24/2020,3,2020,Mexico-Texas,Onions Green,0
3/24/2020,3,2020,Mexico-Texas,Peas Green,0
3/24/2020,3,2020,Mexico-Texas,"Peppers, Other",3
3/24/2020,3,2020,Mexico-Texas,Radishes,2
3/24/2020,3,2020,Mexico-Texas,Spinach,2
3/24/2020,3,2020,Mexico-Texas,Tomatoes,15
3/24/2020,3,2020,Mexico-Texas,"Tomatoes, Plum Type",4
3/24/2020,3,2020,Mexico-Texas,Mangoes,261
3/24/2020,3,2020,Mexico-Texas,Garlic,1
3/24/2020,3,2020,Midatlantic,Apples,36
3/24/2020,3,2020,PNW,Onions Dry,393
3/24/2020,3,2020,PNW,Potatoes,1744
3/24/2020,3,2020,PNW,Onions Dry,171
3/24/2020,3,2020,PNW,Potatoes,29
3/24/2020,3,2020,PNW,Onions Dry,613
3/24/2020,3,2020,PNW,Potatoes,293
3/24/2020,3,2020,Texas,Beets,3
3/24/2020,3,2020,Texas,Cabbage,68
3/24/2020,3,2020,Texas,Collard Greens,3
3/24/2020,3,2020,Texas,Dandelion Greens,0
3/24/2020,3,2020,Texas,Kale Greens,5
3/24/2020,3,2020,Texas,Kohlrabi,1
3/24/2020,3,2020,Texas,Misc Asian,1
3/24/2020,3,2020,Texas,Misc Herbs,11
3/24/2020,3,2020,Texas,Mustard,2
3/24/2020,3,2020,Texas,Parsley,4
3/24/2020,3,2020,Texas,Radishes,2
3/24/2020,3,2020,Texas,Spinach,1
3/24/2020,3,2020,Texas,Swiss Chard,1
3/24/2020,3,2020,Texas,Turnip Tops Greens,3
3/24/2020,3,2020,Texas,Cabbage,19
3/24/2020,3,2020,Mexico-California,Collard Greens,4
3/24/2020,3,2020,Mexico-California,Onions Dry,3
3/24/2020,3,2020,Mexico-California,Artichokes,0
3/24/2020,3,2020,Mexico-California,Bananas,13
3/24/2020,3,2020,Mexico-California,Beans,4
3/24/2020,3,2020,Mexico-California,Beets,1
3/24/2020,3,2020,Mexico-California,Blackberries,0
3/24/2020,3,2020,Mexico-California,Blueberries,7
3/24/2020,3,2020,Mexico-California,Broccoli,1
3/24/2020,3,2020,Mexico-California,Brussels Sprouts,9
3/24/2020,3,2020,Mexico-California,Cabbage,7
3/24/2020,3,2020,Mexico-California,Cactus Leaf (nopales),26
3/24/2020,3,2020,Mexico-California,Carrots,2
3/24/2020,3,2020,Mexico-California,Cauliflower,0
3/24/2020,3,2020,Mexico-California,Celery,14
3/24/2020,3,2020,Mexico-California,"Corn, Sweet",7
3/24/2020,3,2020,Mexico-California,Cucumbers,15
3/24/2020,3,2020,Mexico-California,Eggplant,0
3/24/2020,3,2020,Mexico-California,Radishes,4
3/24/2020,3,2020,Mexico-California,Raspberries,27
3/24/2020,3,2020,Mexico-California,Squash,16
3/24/2020,3,2020,Mexico-California,Tomatoes,0
3/24/2020,3,2020,Mexico-California,"Tomatoes, Cherry",1
3/24/2020,3,2020,Mexico-California,"Tomatoes, Plum Type",20
3/24/2020,3,2020,Texas,Grapefruit,15
3/24/2020,3,2020,Mexico-Arizona,"Peppers, Bell Type",296
3/24/2020,3,2020,Mexico-Arizona,Tomatoes,129
3/24/2020,3,2020,Mexico-California,Asparagus,250
3/24/2020,3,2020,Mexico-California,Beets,10
3/24/2020,3,2020,Mexico-California,Broccoli,16
3/24/2020,3,2020,Mexico-California,Brussels Sprouts,48
3/24/2020,3,2020,Mexico-California,Cabbage,21
3/24/2020,3,2020,Mexico-California,Cauliflower,15
3/24/2020,3,2020,Mexico-California,Celery,105
3/24/2020,3,2020,Mexico-California,"Lettuce, Other",6
3/24/2020,3,2020,Mexico-California,"Lettuce, Romaine",34
3/24/2020,3,2020,Mexico-California,Misc Herbs,10
3/24/2020,3,2020,Mexico-California,Onions Green,140
3/24/2020,3,2020,Mexico-California,Parsley,3
3/24/2020,3,2020,Mexico-California,Radishes,23
3/24/2020,3,2020,Mexico-California,Spinach,13
3/24/2020,3,2020,Mexico-California,Swiss Chard,2
3/24/2020,3,2020,Mexico-Texas,"Peppers, Bell Type",30
3/24/2020,3,2020,Mexico-Texas,"Peppers, Other",5
3/24/2020,3,2020,Mexico-Texas,"Peppers, Other",59
3/24/2020,3,2020,Other,Potatoes,123
3/23/2020,3,2020,Mexico-Texas,Onions Green,0
3/23/2020,3,2020,Arizona,Broccoli,3
3/23/2020,3,2020,Arizona,Cabbage,1
3/23/2020,3,2020,Arizona,Cauliflower,2
3/23/2020,3,2020,Arizona,Kale Greens,1
3/23/2020,3,2020,Arizona,"Lettuce, Iceberg",3
3/23/2020,3,2020,Arizona,Parsley,0
3/23/2020,3,2020,Arizona,Broccoli,25
3/23/2020,3,2020,Arizona,Cabbage,46
3/23/2020,3,2020,Arizona,Cauliflower,64
3/23/2020,3,2020,Arizona,Celery,111
3/23/2020,3,2020,Arizona,Chinese Cabbage,3
3/23/2020,3,2020,Arizona,Endive,1
3/23/2020,3,2020,Arizona,Escarole,1
3/23/2020,3,2020,Arizona,Frisee,0
3/23/2020,3,2020,Arizona,Kale Greens,6
3/23/2020,3,2020,Mexico-California,"Lettuce, Other",3
3/23/2020,3,2020,Mexico-California,Limes,17
3/23/2020,3,2020,Mexico-California,Misc Asian,11
3/23/2020,3,2020,Mexico-California,Misc Herbs,7
3/23/2020,3,2020,Mexico-California,Misc Tropical,63
3/23/2020,3,2020,Mexico-California,Mixed and Misc Melons,3
3/23/2020,3,2020,Mexico-California,Mustard,2
3/23/2020,3,2020,Mexico-California,Onions Green,8
3/23/2020,3,2020,Mexico-California,Papaya,6
3/23/2020,3,2020,Mexico-California,Parsley,1
3/23/2020,3,2020,Mexico-California,Peas Green,5
3/23/2020,3,2020,Mexico-California,"Peppers, Bell Type",4
3/23/2020,3,2020,Mexico-California,"Peppers, Other",31
3/23/2020,3,2020,Mexico-California,Pineapples,4
3/23/2020,3,2020,Mexico-California,Radishes,4
3/23/2020,3,2020,Mexico-California,Raspberries,10
3/23/2020,3,2020,Mexico-California,Spinach,6
3/23/2020,3,2020,Mexico-California,Squash,18
3/23/2020,3,2020,Mexico-California,Tomatoes,4
3/23/2020,3,2020,Mexico-California,"Tomatoes, Cherry",2
3/23/2020,3,2020,Mexico-California,"Tomatoes, Plum Type",47
3/23/2020,3,2020,Mexico-California,Watermelons,1
3/23/2020,3,2020,Texas,Grapefruit,33
3/23/2020,3,2020,Texas,Oranges,1
3/23/2020,3,2020,Mexico-Arizona,Cucumbers,505
3/23/2020,3,2020,Mexico-Arizona,"Peppers, Bell Type",427
3/23/2020,3,2020,Mexico-California,Brussels Sprouts,59
3/23/2020,3,2020,Mexico-California,Misc Herbs,11
3/23/2020,3,2020,Mexico-California,Onions Green,392
3/23/2020,3,2020,Mexico-California,Radishes,26
3/23/2020,3,2020,Mexico-California,Spinach,8
3/23/2020,3,2020,Mexico-Texas,"Peppers, Other",58
3/23/2020,3,2020,Texas,Onions Dry,371
3/23/2020,3,2020,Arizona,"Lettuce, Boston",2
3/23/2020,3,2020,Arizona,"Lettuce, Green Leaf",56
3/23/2020,3,2020,Arizona,"Lettuce, Iceberg",552
3/23/2020,3,2020,Arizona,"Lettuce, Processed",119
3/23/2020,3,2020,Arizona,"Lettuce, Red Leaf",13
3/23/2020,3,2020,Arizona,"Lettuce, Romaine",478
3/23/2020,3,2020,Arizona,Parsley,1
3/23/2020,3,2020,Arizona,Radicchio,0
3/23/2020,3,2020,Arizona,Spinach,59
3/23/2020,3,2020,Arizona,Swiss Chard,1
3/23/2020,3,2020,Arizona,Misc Herbs,3
3/23/2020,3,2020,Arizona,Misc Herbs,8
3/23/2020,3,2020,California,Carrots,303
3/23/2020,3,2020,California,Brussels Sprouts,1
3/23/2020,3,2020,California,Blackberries,0
3/23/2020,3,2020,California,Brussels Sprouts,3
3/23/2020,3,2020,California,Cabbage,10
3/23/2020,3,2020,California,Celery,64
3/23/2020,3,2020,California,Onions Green,0
3/23/2020,3,2020,California,Artichokes,1
3/23/2020,3,2020,California,Broccoli,35
3/23/2020,3,2020,California,Brussels Sprouts,10
3/23/2020,3,2020,California,Cabbage,23
3/23/2020,3,2020,California,Cauliflower,13
3/23/2020,3,2020,California,Celery,10
3/23/2020,3,2020,California,Chinese Cabbage,1
3/23/2020,3,2020,California,Endive,1
3/23/2020,3,2020,California,Escarole,1
3/23/2020,3,2020,California,Kale Greens,1
3/23/2020,3,2020,California,"Lettuce, Boston",0
3/23/2020,3,2020,California,"Lettuce, Green Leaf",3
3/23/2020,3,2020,California,"Lettuce, Iceberg",41
3/23/2020,3,2020,California,"Lettuce, Red Leaf",2
3/23/2020,3,2020,California,"Lettuce, Romaine",74
3/23/2020,3,2020,California,Spinach,1
3/23/2020,3,2020,California,Artichokes,10
3/23/2020,3,2020,California,Broccoli,11
3/23/2020,3,2020,California,Brussels Sprouts,3
3/23/2020,3,2020,California,Cabbage,4
3/23/2020,3,2020,California,Cauliflower,20
3/23/2020,3,2020,California,Celery,60
3/23/2020,3,2020,California,Endive,0
3/23/2020,3,2020,California,Escarole,1
3/23/2020,3,2020,California,Kale Greens,0
3/23/2020,3,2020,California,"Lettuce, Boston",5
3/23/2020,3,2020,California,"Lettuce, Green Leaf",10
3/23/2020,3,2020,California,"Lettuce, Iceberg",28
3/23/2020,3,2020,California,"Lettuce, Red Leaf",6
3/23/2020,3,2020,California,"Lettuce, Romaine",51
3/23/2020,3,2020,California,Parsley,0
3/23/2020,3,2020,California,Spinach,14
3/23/2020,3,2020,California,Artichokes,2
3/23/2020,3,2020,California,Brussels Sprouts,1
3/23/2020,3,2020,California,Cabbage,21
3/23/2020,3,2020,California,Celery,388
3/23/2020,3,2020,California,Endive,0
3/23/2020,3,2020,California,Escarole,0
3/23/2020,3,2020,California,Kale Greens,5
3/23/2020,3,2020,California,"Lettuce, Boston",0
3/23/2020,3,2020,California,"Lettuce, Green Leaf",2
3/23/2020,3,2020,California,"Lettuce, Iceberg",4
3/23/2020,3,2020,California,"Lettuce, Red Leaf",2
3/23/2020,3,2020,California,"Lettuce, Romaine",8
3/23/2020,3,2020,California,Parsley,5
3/23/2020,3,2020,California,Radishes,16
3/23/2020,3,2020,California,Spinach,2
3/23/2020,3,2020,California,Strawberries,304
3/23/2020,3,2020,California,Broccoli,12
3/23/2020,3,2020,California,"Lettuce, Boston",0
3/23/2020,3,2020,California,"Lettuce, Green Leaf",2
3/23/2020,3,2020,California,"Lettuce, Iceberg",137
3/23/2020,3,2020,California,"Lettuce, Red Leaf",1
3/23/2020,3,2020,California,"Lettuce, Romaine",29
3/23/2020,3,2020,California,Artichokes,20
3/23/2020,3,2020,California,Broccoli,70
3/23/2020,3,2020,California,Cauliflower,47
3/23/2020,3,2020,California,"Lettuce, Iceberg",45
3/23/2020,3,2020,California,"Lettuce, Romaine",24
3/23/2020,3,2020,California,Blueberries,1
3/23/2020,3,2020,California,Broccoli,52
3/23/2020,3,2020,California,Cauliflower,63
3/23/2020,3,2020,California,Chinese Cabbage,10
3/23/2020,3,2020,California,"Lettuce, Green Leaf",2
3/23/2020,3,2020,California,"Lettuce, Red Leaf",1
3/23/2020,3,2020,California,"Lettuce, Romaine",59
3/23/2020,3,2020,California,Misc Asian,3
3/23/2020,3,2020,California,Misc Herbs,3
3/23/2020,3,2020,California,Parsley,2
3/23/2020,3,2020,California,Raspberries,0
3/23/2020,3,2020,California,Spinach,4
3/23/2020,3,2020,California,Strawberries,56
3/23/2020,3,2020,California,Misc Asian,0
3/23/2020,3,2020,California,Misc Herbs,1
3/23/2020,3,2020,California,Misc Asian,0
3/23/2020,3,2020,California,Misc Herbs,1
3/23/2020,3,2020,California,Onions Green,1
3/23/2020,3,2020,California,Blackberries,0
3/23/2020,3,2020,California,Blueberries,6
3/23/2020,3,2020,California,Misc Herbs,13
3/23/2020,3,2020,California,Raspberries,22
3/23/2020,3,2020,Colorado,Potatoes,818
3/23/2020,3,2020,Florida,Beans,94
3/23/2020,3,2020,Florida,Cabbage,196
3/23/2020,3,2020,Florida,Celery,10
3/23/2020,3,2020,Florida,"Corn, Sweet",241
3/23/2020,3,2020,Florida,Cucumbers,66
3/23/2020,3,2020,Florida,Eggplant,9
3/23/2020,3,2020,Florida,Endive,5
3/23/2020,3,2020,Florida,Escarole,7
3/23/2020,3,2020,Florida,"Lettuce, Boston",0
3/23/2020,3,2020,Florida,"Lettuce, Green Leaf",1
3/23/2020,3,2020,Florida,"Lettuce, Iceberg",28
3/23/2020,3,2020,Florida,"Lettuce, Red Leaf",1
3/23/2020,3,2020,Florida,"Lettuce, Romaine",9
3/23/2020,3,2020,Florida,Misc Asian,6
3/23/2020,3,2020,Florida,Misc Herbs,1
3/23/2020,3,2020,Florida,Parsley,2
3/23/2020,3,2020,Florida,"Peppers, Bell Type",101
3/23/2020,3,2020,Florida,"Peppers, Other",4
3/23/2020,3,2020,Florida,Radishes,12
3/23/2020,3,2020,Florida,Squash,79
3/23/2020,3,2020,Florida,Strawberries,217
3/23/2020,3,2020,Florida,Tomatoes,176
3/23/2020,3,2020,Florida,"Tomatoes, Cherry",1
3/23/2020,3,2020,Florida,"Tomatoes, Grape Type",20
3/23/2020,3,2020,Florida,"Tomatoes, Plum Type",44
3/23/2020,3,2020,Florida,Avocados,5
3/23/2020,3,2020,Florida,Blueberries,30
3/23/2020,3,2020,Florida,Potatoes,199
3/23/2020,3,2020,Great Lakes,Onions Dry,21
3/23/2020,3,2020,Great Lakes,Potatoes,98
3/23/2020,3,2020,Great Lakes,Potatoes,4
3/23/2020,3,2020,Great Lakes,Potatoes,366
3/23/2020,3,2020,Mexico-Arizona,Asparagus,9
3/23/2020,3,2020,Mexico-Arizona,Bananas,24
3/23/2020,3,2020,Mexico-Arizona,Beans,49
3/23/2020,3,2020,Mexico-Arizona,Blueberries,13
3/23/2020,3,2020,Mexico-Arizona,Broccoli,6
3/23/2020,3,2020,Mexico-Arizona,Brussels Sprouts,36
3/23/2020,3,2020,Mexico-Arizona,Cabbage,1
3/23/2020,3,2020,Mexico-Arizona,Carrots,34
3/23/2020,3,2020,Mexico-Arizona,Cauliflower,1
3/23/2020,3,2020,Mexico-Arizona,Celery,5
3/23/2020,3,2020,Mexico-Arizona,"Corn, Sweet",98
3/23/2020,3,2020,Mexico-Arizona,Edible Flowers,0
3/23/2020,3,2020,Mexico-Arizona,Eggplant,76
3/23/2020,3,2020,Mexico-Arizona,Grapefruit,1
3/23/2020,3,2020,Mexico-Arizona,Honeydews,51
3/23/2020,3,2020,Mexico-Arizona,"Lettuce, Iceberg",3
3/23/2020,3,2020,Mexico-Arizona,Misc Asian,29
3/23/2020,3,2020,Mexico-Arizona,Misc Herbs,2
3/23/2020,3,2020,Mexico-Arizona,Misc Tropical,25
3/23/2020,3,2020,Mexico-Arizona,Mixed and Misc Melons,7
3/23/2020,3,2020,Mexico-Arizona,Onions Dry,0
3/23/2020,3,2020,Mexico-Arizona,Oranges,7
3/23/2020,3,2020,Mexico-Arizona,Peas Green,5
3/23/2020,3,2020,Mexico-Arizona,"Peppers, Other",184
3/23/2020,3,2020,Mexico-Arizona,Pumpkins,5
3/23/2020,3,2020,Mexico-Arizona,Spinach,1
3/23/2020,3,2020,Mexico-Arizona,Squash,606
3/23/2020,3,2020,Mexico-Arizona,Tomatoes,248
3/23/2020,3,2020,Mexico-Arizona,"Tomatoes, Cherry",8
3/23/2020,3,2020,Mexico-Arizona,"Tomatoes, Grape Type",93
3/23/2020,3,2020,Mexico-Arizona,"Tomatoes, Plum Type",461
3/23/2020,3,2020,Mexico-Arizona,"Watermelons, Seedless",178
3/23/2020,3,2020,Mexico-Arizona,Mangoes,72
3/23/2020,3,2020,Mexico-California,Artichokes,8
3/23/2020,3,2020,Mexico-California,Asparagus,390
3/23/2020,3,2020,Mexico-California,Beets,11
3/23/2020,3,2020,Mexico-California,Broccoli,25
3/23/2020,3,2020,Mexico-California,Cabbage,27
3/23/2020,3,2020,Mexico-California,Carrots,1
3/23/2020,3,2020,Mexico-California,Cauliflower,9
3/23/2020,3,2020,Mexico-California,Celery,153
3/23/2020,3,2020,Mexico-California,Collard Greens,0
3/23/2020,3,2020,Mexico-California,Kale Greens,13
3/23/2020,3,2020,Mexico-California,"Lettuce, Other",41
3/23/2020,3,2020,Mexico-California,"Lettuce, Romaine",7
3/23/2020,3,2020,Mexico-California,Mizuna,1
3/23/2020,3,2020,Mexico-California,Onions Dry,5
3/23/2020,3,2020,Mexico-California,Parsley,2
3/23/2020,3,2020,Mexico-California,Swiss Chard,1
3/23/2020,3,2020,Mexico-California,Strawberries,81
3/23/2020,3,2020,Mexico-NewMexico,"Corn, Sweet",10
3/23/2020,3,2020,Mexico-NewMexico,"Peppers, Other",24
3/23/2020,3,2020,Mexico-Texas,Cactus Leaf (nopales),0
3/23/2020,3,2020,Mexico-Texas,Carrots,8
3/23/2020,3,2020,Mexico-Texas,"Corn, Sweet",2
3/23/2020,3,2020,Mexico-Texas,Misc Tropical,0
3/23/2020,3,2020,Mexico-Texas,Cactus Leaf (nopales),1
3/23/2020,3,2020,Mexico-Texas,Limes,3
3/23/2020,3,2020,Mexico-Texas,Misc Tropical,0
3/23/2020,3,2020,Mexico-Texas,"Peppers, Other",3
3/23/2020,3,2020,Mexico-Texas,Avocados,568
3/23/2020,3,2020,Mexico-Texas,Bananas,32
3/23/2020,3,2020,Mexico-Texas,Blackberries,22
3/23/2020,3,2020,Mexico-Texas,Blueberries,8
3/23/2020,3,2020,Mexico-Texas,Broccoli,39
3/23/2020,3,2020,Mexico-Texas,Cabbage,6
3/23/2020,3,2020,Mexico-Texas,Carrots,0
3/23/2020,3,2020,Mexico-Texas,Cauliflower,0
3/23/2020,3,2020,Mexico-Texas,Celery,19
3/23/2020,3,2020,Mexico-Texas,Cucumbers,15
3/23/2020,3,2020,Mexico-Texas,"Lettuce, Iceberg",60
3/23/2020,3,2020,Mexico-Texas,"Lettuce, Other",23
3/23/2020,3,2020,Mexico-Texas,"Lettuce, Romaine",28
3/23/2020,3,2020,Mexico-Texas,Limes,7
3/23/2020,3,2020,Mexico-Texas,Mushrooms,9
3/23/2020,3,2020,Mexico-Texas,"Peppers, Bell Type",39
3/23/2020,3,2020,Mexico-Texas,"Peppers, Other",5
3/23/2020,3,2020,Mexico-Texas,Radicchio,0
3/23/2020,3,2020,Mexico-Texas,Raspberries,28
3/23/2020,3,2020,Mexico-Texas,Tomatoes,160
3/23/2020,3,2020,Mexico-Texas,Avocados,521
3/23/2020,3,2020,Mexico-Texas,Bananas,113
3/23/2020,3,2020,Mexico-Texas,Beans,12
3/23/2020,3,2020,Mexico-Texas,Beets,2
3/23/2020,3,2020,Mexico-Texas,Blackberries,24
3/23/2020,3,2020,Mexico-Texas,Blueberries,20
3/23/2020,3,2020,Mexico-Texas,Broccoli,173
3/23/2020,3,2020,Mexico-Texas,Brussels Sprouts,1
3/23/2020,3,2020,Mexico-Texas,Cactus Leaf (nopales),5
3/23/2020,3,2020,Mexico-Texas,Carrots,62
3/23/2020,3,2020,Mexico-Texas,Cauliflower,11
3/23/2020,3,2020,Mexico-Texas,Celery,15
3/23/2020,3,2020,Mexico-Texas,Chinese Cabbage,10
3/23/2020,3,2020,Mexico-Texas,Cucumbers,82
3/23/2020,3,2020,Mexico-Texas,Eggplant,12
3/23/2020,3,2020,Mexico-Texas,Figs,2
3/23/2020,3,2020,Mexico-Texas,Kale Greens,5
3/23/2020,3,2020,Mexico-Texas,Kohlrabi,0
3/23/2020,3,2020,Mexico-Texas,Lamb's Quarters (quilete),0
3/23/2020,3,2020,Mexico-Texas,Lemons,2
3/23/2020,3,2020,Mexico-Texas,"Lettuce, Iceberg",16
3/23/2020,3,2020,Mexico-Texas,"Lettuce, Other",5
3/23/2020,3,2020,Mexico-Texas,Limes,666
3/23/2020,3,2020,Mexico-Texas,Misc Asian,4
3/23/2020,3,2020,Mexico-Texas,Misc Herbs,24
3/23/2020,3,2020,Mexico-Texas,Misc Tropical,151
3/23/2020,3,2020,Mexico-Texas,Mustard,7
3/23/2020,3,2020,Mexico-Texas,Okra,4
3/23/2020,3,2020,Mexico-Texas,Onions Dry,89
3/23/2020,3,2020,Mexico-Texas,Onions Green,2
3/23/2020,3,2020,Mexico-Texas,Oranges,9
3/23/2020,3,2020,Mexico-Texas,Papaya,107
3/23/2020,3,2020,Mexico-Texas,Parsley,0
3/23/2020,3,2020,Mexico-Texas,Peas Green,1
3/23/2020,3,2020,Mexico-Texas,"Peppers, Bell Type",124
3/23/2020,3,2020,Mexico-Texas,Pineapples,123
3/23/2020,3,2020,Mexico-Texas,Radishes,1
3/23/2020,3,2020,Mexico-Texas,Rape Greens,2
3/23/2020,3,2020,Mexico-Texas,Raspberries,24
3/23/2020,3,2020,Mexico-Texas,Spinach,2
3/23/2020,3,2020,Mexico-Texas,Squash,19
3/23/2020,3,2020,Mexico-Texas,Strawberries,69
