_id,Month,Year,Region,Commodity,Tenklbs
ObjectId("5e8bacc58418f12a4f9e5f32"),3,2020,Canada,Eggplant,2
ObjectId("5e8bacc58418f12a4f9e5f33"),3,2020,Canada,Mushrooms,6
ObjectId("5e8bacc58418f12a4f9e5f34"),3,2020,Canada,Peppers, Bell Type,0
ObjectId("5e8bacc58418f12a4f9e5f35"),3,2020,Colorado,Potatoes,335
ObjectId("5e8bacc58418f12a4f9e5f36"),3,2020,Colorado,Potatoes,472
ObjectId("5e8bacc58418f12a4f9e5f37"),3,2020,Florida,Beans,36
ObjectId("5e8bacc58418f12a4f9e5f38"),3,2020,Florida,Broccoli,100
ObjectId("5e8bacc58418f12a4f9e5f39"),3,2020,Florida,Cabbage,42
ObjectId("5e8bacc58418f12a4f9e5f3a"),3,2020,Florida,Celery,17
ObjectId("5e8bacc58418f12a4f9e5f3b"),3,2020,Florida,Chinese Cabbage,1
ObjectId("5e8bacc58418f12a4f9e5f3c"),3,2020,Florida,Corn, Sweet,130
ObjectId("5e8bacc58418f12a4f9e5f3d"),3,2020,Florida,Cucumbers,56
ObjectId("5e8bacc58418f12a4f9e5f3e"),3,2020,Florida,Eggplant,7
ObjectId("5e8bacc58418f12a4f9e5f3f"),3,2020,Florida,Endive,2
ObjectId("5e8bacc58418f12a4f9e5f40"),3,2020,Florida,Escarole,2
ObjectId("5e8bacc58418f12a4f9e5f41"),3,2020,Florida,Lettuce, Boston,0
ObjectId("5e8bacc58418f12a4f9e5f42"),3,2020,Florida,Lettuce, Green Leaf,1
ObjectId("5e8bacc58418f12a4f9e5f43"),3,2020,Florida,Lettuce, Iceberg,9
ObjectId("5e8bacc58418f12a4f9e5f44"),3,2020,Florida,Lettuce, Red Leaf,0
ObjectId("5e8bacc58418f12a4f9e5f45"),3,2020,Florida,Lettuce, Romaine,2
ObjectId("5e8bacc58418f12a4f9e5f46"),3,2020,Florida,Misc Asian,1
ObjectId("5e8bacc58418f12a4f9e5f47"),3,2020,Florida,Misc Herbs,0
ObjectId("5e8bacc58418f12a4f9e5f48"),3,2020,Florida,Parsley,0
ObjectId("5e8bacc58418f12a4f9e5f49"),3,2020,Florida,Peppers, Bell Type,49
ObjectId("5e8bacc58418f12a4f9e5f4a"),3,2020,Florida,Peppers, Other,10
ObjectId("5e8bacc58418f12a4f9e5f4b"),3,2020,Florida,Radishes,3
ObjectId("5e8bacc58418f12a4f9e5f4c"),3,2020,Florida,Squash,38
ObjectId("5e8bacc58418f12a4f9e5f4d"),3,2020,Florida,Strawberries,43
ObjectId("5e8bacc58418f12a4f9e5f4e"),3,2020,Florida,Tomatoes,155
ObjectId("5e8bacc58418f12a4f9e5f4f"),3,2020,Florida,Tomatoes, Cherry,2
ObjectId("5e8bacc58418f12a4f9e5f50"),3,2020,Florida,Tomatoes, Grape Type,13
ObjectId("5e8bacc58418f12a4f9e5f51"),3,2020,Florida,Tomatoes, Plum Type,48
ObjectId("5e8bacc58418f12a4f9e5f52"),3,2020,Florida,Blueberries,47
ObjectId("5e8bacc58418f12a4f9e5f53"),3,2020,Florida,Okra,1
ObjectId("5e8bacc58418f12a4f9e5f54"),3,2020,Florida,Potatoes,114
ObjectId("5e8bacc58418f12a4f9e5f55"),3,2020,Florida,Watermelons, Seedless,24
ObjectId("5e8bacc58418f12a4f9e5f56"),3,2020,Great Lakes,Apples,736
ObjectId("5e8bacc58418f12a4f9e5f57"),3,2020,Great Lakes,Onions Dry,15
ObjectId("5e8bacc58418f12a4f9e5f58"),3,2020,Great Lakes,Potatoes,397
ObjectId("5e8bacc58418f12a4f9e5f59"),3,2020,Great Lakes,Potatoes,89
ObjectId("5e8bacc58418f12a4f9e5f5a"),3,2020,Great Lakes,Onions Dry,344
ObjectId("5e8bacc58418f12a4f9e5f5b"),3,2020,Great Lakes,Potatoes,9
ObjectId("5e8bacc58418f12a4f9e5f5c"),3,2020,Mexico-Arizona,Asparagus,57
ObjectId("5e8bacc58418f12a4f9e5f5d"),3,2020,Mexico-Arizona,Cauliflower,4
ObjectId("5e8bacc58418f12a4f9e5f5e"),3,2020,Mexico-Arizona,Bananas,20
ObjectId("5e8bacc58418f12a4f9e5f5f"),3,2020,Mexico-Arizona,Beans,18
ObjectId("5e8bacc58418f12a4f9e5f60"),3,2020,Mexico-Arizona,Blueberries,17
ObjectId("5e8bacc58418f12a4f9e5f61"),3,2020,Mexico-Arizona,Broccoli,7
ObjectId("5e8bacc58418f12a4f9e5f62"),3,2020,Mexico-Arizona,Brussels Sprouts,14
ObjectId("5e8bacc58418f12a4f9e5f63"),3,2020,Mexico-Arizona,Carrots,8
ObjectId("5e8bacc58418f12a4f9e5f64"),3,2020,Mexico-Arizona,Celery,8
ObjectId("5e8bacc58418f12a4f9e5f65"),3,2020,Mexico-Arizona,Corn, Sweet,45
ObjectId("5e8bacc58418f12a4f9e5f66"),3,2020,Mexico-Arizona,Cucumbers,259
ObjectId("5e8bacc58418f12a4f9e5f67"),3,2020,Mexico-Arizona,Eggplant,32
ObjectId("5e8bacc58418f12a4f9e5f68"),3,2020,Mexico-Arizona,Grapefruit,8
ObjectId("5e8bacc58418f12a4f9e5f69"),3,2020,Mexico-Arizona,Honeydews,12
ObjectId("5e8bacc58418f12a4f9e5f6a"),3,2020,Mexico-Arizona,Misc Asian,15
ObjectId("5e8bacc58418f12a4f9e5f6b"),3,2020,Mexico-Arizona,Misc Tropical,6
ObjectId("5e8bacc58418f12a4f9e5f6c"),3,2020,Mexico-Arizona,Oranges,30
ObjectId("5e8bacc58418f12a4f9e5f6d"),3,2020,Mexico-Arizona,Peppers, Bell Type,155
ObjectId("5e8bacc58418f12a4f9e5f6e"),3,2020,Mexico-Arizona,Peppers, Other,100
ObjectId("5e8bacc58418f12a4f9e5f6f"),3,2020,Mexico-Arizona,Pumpkins,9
ObjectId("5e8bacc58418f12a4f9e5f70"),3,2020,Mexico-Arizona,Radishes,0
ObjectId("5e8bacc58418f12a4f9e5f71"),3,2020,Mexico-Arizona,Squash,349
ObjectId("5e8bacc58418f12a4f9e5f72"),3,2020,Mexico-Arizona,Tomatoes,92
ObjectId("5e8bacc58418f12a4f9e5f73"),3,2020,Mexico-Arizona,Tomatoes, Cherry,3
ObjectId("5e8bacc58418f12a4f9e5f74"),3,2020,Mexico-Arizona,Tomatoes, Grape Type,23
ObjectId("5e8bacc58418f12a4f9e5f75"),3,2020,Mexico-Arizona,Tomatoes, Plum Type,266
ObjectId("5e8bacc58418f12a4f9e5f76"),3,2020,Mexico-Arizona,Watermelons, Seeded,1
ObjectId("5e8bacc58418f12a4f9e5f77"),3,2020,Mexico-Arizona,Watermelons, Seedless,289
ObjectId("5e8bacc58418f12a4f9e5f78"),3,2020,Mexico-Arizona,Mangoes,66
ObjectId("5e8bacc58418f12a4f9e5f79"),3,2020,Mexico-California,Asparagus,263
ObjectId("5e8bacc58418f12a4f9e5f7a"),3,2020,Mexico-California,Beets,4
ObjectId("5e8bacc58418f12a4f9e5f7b"),3,2020,Mexico-California,Broccoli,4
ObjectId("5e8bacc58418f12a4f9e5f7c"),3,2020,Mexico-California,Brussels Sprouts,36
ObjectId("5e8bacc58418f12a4f9e5f7d"),3,2020,Mexico-California,Cauliflower,3
ObjectId("5e8bacc58418f12a4f9e5f7e"),3,2020,Mexico-California,Celery,117
ObjectId("5e8bacc58418f12a4f9e5f7f"),3,2020,Mexico-California,Kale Greens,4
ObjectId("5e8bacc58418f12a4f9e5f80"),3,2020,Mexico-California,Lettuce, Other,1
ObjectId("5e8bacc58418f12a4f9e5f81"),3,2020,Mexico-California,Misc Herbs,1
ObjectId("5e8bacc58418f12a4f9e5f82"),3,2020,Mexico-California,Onions Green,85
ObjectId("5e8bacc58418f12a4f9e5f83"),3,2020,Mexico-California,Parsley,1
ObjectId("5e8bacc58418f12a4f9e5f84"),3,2020,Mexico-California,Radishes,8
ObjectId("5e8bacc58418f12a4f9e5f85"),3,2020,Mexico-California,Spinach,0
ObjectId("5e8bacc58418f12a4f9e5f86"),3,2020,Mexico-California,Swiss Chard,0
ObjectId("5e8bacc58418f12a4f9e5f87"),3,2020,Mexico-California,Strawberries,77
ObjectId("5e8bacc58418f12a4f9e5f88"),3,2020,Mexico-Texas,Carrots,4
ObjectId("5e8bacc58418f12a4f9e5f89"),3,2020,Mexico-Texas,Corn, Sweet,1
ObjectId("5e8bacc58418f12a4f9e5f8a"),3,2020,Mexico-Texas,Peppers, Other,3
ObjectId("5e8bacc58418f12a4f9e5f8b"),3,2020,Mexico-Texas,Avocados,169
ObjectId("5e8bacc58418f12a4f9e5f8c"),3,2020,Mexico-Texas,Beans,4
ObjectId("5e8bacc58418f12a4f9e5f8d"),3,2020,Mexico-Texas,Blackberries,22
ObjectId("5e8bacc58418f12a4f9e5f8e"),3,2020,Mexico-Texas,Blueberries,10
ObjectId("5e8bacc58418f12a4f9e5f8f"),3,2020,Mexico-Texas,Broccoli,11
ObjectId("5e8bacc58418f12a4f9e5f90"),3,2020,Mexico-Texas,Cabbage,2
ObjectId("5e8bacc58418f12a4f9e5f91"),3,2020,Mexico-Texas,Carrots,0
ObjectId("5e8bacc58418f12a4f9e5f92"),3,2020,Mexico-Texas,Cauliflower,1
ObjectId("5e8bacc58418f12a4f9e5f93"),3,2020,Mexico-Texas,Celery,8
ObjectId("5e8bacc58418f12a4f9e5f94"),3,2020,Mexico-Texas,Cucumbers,3
ObjectId("5e8bacc58418f12a4f9e5f95"),3,2020,Mexico-Texas,Lettuce, Iceberg,31
ObjectId("5e8bacc58418f12a4f9e5f96"),3,2020,Mexico-Texas,Lettuce, Other,17
ObjectId("5e8bacc58418f12a4f9e5f97"),3,2020,Mexico-Texas,Lettuce, Romaine,3
ObjectId("5e8bacc58418f12a4f9e5f98"),3,2020,Mexico-Texas,Limes,4
ObjectId("5e8bacc58418f12a4f9e5f99"),3,2020,Mexico-Texas,Mushrooms,5
ObjectId("5e8bacc58418f12a4f9e5f9a"),3,2020,Mexico-Texas,Peppers, Bell Type,33
ObjectId("5e8bacc58418f12a4f9e5f9b"),3,2020,Mexico-Texas,Peppers, Other,5
ObjectId("5e8bacc58418f12a4f9e5f9c"),3,2020,Mexico-Texas,Raspberries,30
ObjectId("5e8bacc58418f12a4f9e5f9d"),3,2020,Mexico-Texas,Tomatoes,179
ObjectId("5e8bacc58418f12a4f9e5f9e"),3,2020,Mexico-Texas,Avocados,151
ObjectId("5e8bacc58418f12a4f9e5f9f"),3,2020,Mexico-Texas,Bananas,84
ObjectId("5e8bacc58418f12a4f9e5fa0"),3,2020,Mexico-Texas,Beans,11
ObjectId("5e8bacc58418f12a4f9e5fa1"),3,2020,Mexico-Texas,Beets,4
ObjectId("5e8bacc58418f12a4f9e5fa2"),3,2020,Mexico-Texas,Blackberries,15
ObjectId("5e8bacc58418f12a4f9e5fa3"),3,2020,Mexico-Texas,Blueberries,36
ObjectId("5e8bacc58418f12a4f9e5fa4"),3,2020,Mexico-Texas,Broccoli,38
ObjectId("5e8bacc58418f12a4f9e5fa5"),3,2020,Mexico-Texas,Cabbage,1
ObjectId("5e8bacc58418f12a4f9e5fa6"),3,2020,Mexico-Texas,Cactus Leaf (nopales),2
ObjectId("5e8bacc58418f12a4f9e5fa7"),3,2020,Mexico-Texas,Carrots,72
ObjectId("5e8bacc58418f12a4f9e5fa8"),3,2020,Mexico-Texas,Cauliflower,3
ObjectId("5e8bacc58418f12a4f9e5fa9"),3,2020,Mexico-Texas,Celery,4
ObjectId("5e8bacc58418f12a4f9e5faa"),3,2020,Mexico-Texas,Chinese Cabbage,2
ObjectId("5e8bacc58418f12a4f9e5fab"),3,2020,Mexico-Texas,Corn, Sweet,4
ObjectId("5e8bacc58418f12a4f9e5fac"),3,2020,Mexico-Texas,Cucumbers,211
ObjectId("5e8bacc58418f12a4f9e5fad"),3,2020,Mexico-Texas,Eggplant,3
ObjectId("5e8bacc58418f12a4f9e5fae"),3,2020,Mexico-Texas,Guava,2
ObjectId("5e8bacc58418f12a4f9e5faf"),3,2020,Mexico-Texas,Honeydews,5
ObjectId("5e8bacc58418f12a4f9e5fb0"),3,2020,Mexico-Texas,Kale Greens,1
ObjectId("5e8bacc58418f12a4f9e5fb1"),3,2020,Mexico-Texas,Kohlrabi,1
ObjectId("5e8bacc58418f12a4f9e5fb2"),3,2020,Mexico-Texas,Lettuce, Other,3
ObjectId("5e8bacc58418f12a4f9e5fb3"),3,2020,Mexico-Texas,Lettuce, Romaine,0
ObjectId("5e8bacc58418f12a4f9e5fb4"),3,2020,Mexico-Texas,Limes,299
ObjectId("5e8bacc58418f12a4f9e5fb5"),3,2020,Mexico-Texas,Misc Asian,0
ObjectId("5e8bacc58418f12a4f9e5fb6"),3,2020,Mexico-Texas,Misc Herbs,3
ObjectId("5e8bacc58418f12a4f9e5fb7"),3,2020,Mexico-Texas,Misc Tropical,52
ObjectId("5e8bacc58418f12a4f9e5fb8"),3,2020,Mexico-Texas,Mustard,0
ObjectId("5e8bacc58418f12a4f9e5fb9"),3,2020,Mexico-Texas,Okra,4
ObjectId("5e8bacc58418f12a4f9e5fba"),3,2020,Mexico-Texas,Onions Dry,36
ObjectId("5e8bacc58418f12a4f9e5fbb"),3,2020,Mexico-Texas,Onions Green,1
ObjectId("5e8bacc58418f12a4f9e5fbc"),3,2020,Mexico-Texas,Papaya,52
ObjectId("5e8bacc58418f12a4f9e5fbd"),3,2020,Mexico-Texas,Peppers, Bell Type,116
ObjectId("5e8bacc58418f12a4f9e5fbe"),3,2020,Mexico-Texas,Peppers, Other,11
ObjectId("5e8bacc58418f12a4f9e5fbf"),3,2020,Mexico-Texas,Pineapples,13
ObjectId("5e8bacc58418f12a4f9e5fc0"),3,2020,Mexico-Texas,Radishes,1
ObjectId("5e8bacc58418f12a4f9e5fc1"),3,2020,Mexico-Texas,Rape Greens,0
ObjectId("5e8bacc58418f12a4f9e5fc2"),3,2020,Mexico-Texas,Raspberries,34
ObjectId("5e8bacc58418f12a4f9e5fc3"),3,2020,Mexico-Texas,Squash,3
ObjectId("5e8bacc58418f12a4f9e5fc4"),3,2020,Mexico-Texas,Strawberries,36
ObjectId("5e8bacc58418f12a4f9e5fc5"),3,2020,Mexico-Texas,Tomatoes,156
ObjectId("5e8bacc58418f12a4f9e5fc6"),3,2020,Mexico-Texas,Tomatoes, Cherry,5
ObjectId("5e8bacc58418f12a4f9e5fc7"),3,2020,Mexico-Texas,Tomatoes, Grape Type,15
ObjectId("5e8bacc58418f12a4f9e5fc8"),3,2020,Mexico-Texas,Tomatoes, Plum Type,127
ObjectId("5e8bacc58418f12a4f9e5fc9"),3,2020,Mexico-Texas,Watermelons,54
ObjectId("5e8bacc58418f12a4f9e5fca"),3,2020,Mexico-Texas,Avocados,5
ObjectId("5e8bacc58418f12a4f9e5fcb"),3,2020,Mexico-Texas,Cucumbers,12
ObjectId("5e8bacc58418f12a4f9e5fcc"),3,2020,Mexico-Texas,Limes,38
ObjectId("5e8bacc58418f12a4f9e5fcd"),3,2020,Mexico-Texas,Onions Dry,189
ObjectId("5e8bacc58418f12a4f9e5fce"),3,2020,Mexico-Texas,Watermelons,92
ObjectId("5e8bacc58418f12a4f9e5fcf"),3,2020,Mexico-Texas,Onions Dry,21
ObjectId("5e8bacc58418f12a4f9e5fd0"),3,2020,Mexico-Texas,Watermelons,45
ObjectId("5e8bacc58418f12a4f9e5fd1"),3,2020,Mexico-Texas,Beans,0
ObjectId("5e8bacc58418f12a4f9e5fd2"),3,2020,Mexico-Texas,Cauliflower,1
ObjectId("5e8bacc58418f12a4f9e5fd3"),3,2020,Mexico-Texas,Celery,0
ObjectId("5e8bacc58418f12a4f9e5fd4"),3,2020,Mexico-Texas,Chinese Cabbage,2
ObjectId("5e8bacc58418f12a4f9e5fd5"),3,2020,Mexico-Texas,Eggplant,1
ObjectId("5e8bacc58418f12a4f9e5fd6"),3,2020,Mexico-Texas,Kale Greens,2
ObjectId("5e8bacc58418f12a4f9e5fd7"),3,2020,Mexico-Texas,Kohlrabi,0
ObjectId("5e8bacc58418f12a4f9e5fd8"),3,2020,Mexico-Texas,Misc Asian,9
ObjectId("5e8bacc58418f12a4f9e5fd9"),3,2020,Mexico-Texas,Misc Asian Vegetables,1
ObjectId("5e8bacc58418f12a4f9e5fda"),3,2020,Mexico-Texas,Misc Herbs,0
ObjectId("5e8bacc58418f12a4f9e5fdb"),3,2020,Mexico-Texas,Misc Tropical,1
ObjectId("5e8bacc58418f12a4f9e5fdc"),3,2020,Mexico-Texas,Mustard,0
ObjectId("5e8bacc58418f12a4f9e5fdd"),3,2020,Mexico-Texas,Onions Dry,0
ObjectId("5e8bacc58418f12a4f9e5fde"),3,2020,Mexico-Texas,Peas Green,1
ObjectId("5e8bacc58418f12a4f9e5fdf"),3,2020,Mexico-Texas,Peppers, Other,5
ObjectId("5e8bacc58418f12a4f9e5fe0"),3,2020,Mexico-Texas,Radishes,0
ObjectId("5e8bacc58418f12a4f9e5fe1"),3,2020,Mexico-Texas,Spinach,1
ObjectId("5e8bacc58418f12a4f9e5fe2"),3,2020,Mexico-Texas,Squash,2
ObjectId("5e8bacc58418f12a4f9e5fe3"),3,2020,Mexico-Texas,Tomatoes,4
ObjectId("5e8bacc58418f12a4f9e5fe4"),3,2020,Mexico-Texas,Tomatoes, Plum Type,5
ObjectId("5e8bacc58418f12a4f9e5fe5"),3,2020,Mexico-Texas,Grapes,22
ObjectId("5e8bacc58418f12a4f9e5fe6"),3,2020,Mexico-Texas,Mangoes,196
ObjectId("5e8bacc58418f12a4f9e5fe7"),3,2020,New York,Apples,803
ObjectId("5e8bacc58418f12a4f9e5fe8"),3,2020,Other,Sweet Potatoes,136
ObjectId("5e8bacc58418f12a4f9e5fe9"),3,2020,Other,Potatoes,105
ObjectId("5e8bacc58418f12a4f9e5fea"),3,2020,Other,Cucumbers,36
ObjectId("5e8bacc58418f12a4f9e5feb"),3,2020,Other,Peppers, Bell Type,141
ObjectId("5e8bacc58418f12a4f9e5fec"),3,2020,Other,Peppers, Other,26
ObjectId("5e8bacc58418f12a4f9e5fed"),3,2020,Other,Tomatoes,123
ObjectId("5e8bacc58418f12a4f9e5fee"),3,2020,Other,Tomatoes, Cherry,1
ObjectId("5e8bacc58418f12a4f9e5fef"),3,2020,Other,Tomatoes, Plum Type,2
ObjectId("5e8bacc58418f12a4f9e5ff0"),3,2020,Other,Sweet Potatoes,157
ObjectId("5e8bacc58418f12a4f9e5ff1"),3,2020,Other,Apples,37
ObjectId("5e8bacc58418f12a4f9e5ff2"),3,2020,Other,Potatoes,111
ObjectId("5e8bacc58418f12a4f9e5ff3"),3,2020,Other,Cucumbers,12
ObjectId("5e8bacc58418f12a4f9e5ff4"),3,2020,Other,Tomatoes,171
ObjectId("5e8bacc58418f12a4f9e5ff5"),3,2020,Other,Tomatoes, Cherry,5
ObjectId("5e8bacc58418f12a4f9e5ff6"),3,2020,Other,Tomatoes, Grape Type,14
ObjectId("5e8bacc58418f12a4f9e5ff7"),3,2020,Other,Tomatoes, Plum Type,6
ObjectId("5e8bacc58418f12a4f9e5ff8"),3,2020,Other,Onions Dry,59
ObjectId("5e8bacc58418f12a4f9e5ff9"),3,2020,Other,Onions, Processed,38
ObjectId("5e8bacc58418f12a4f9e5ffa"),3,2020,Other,Onions, Processed,789
ObjectId("5e8bacc58418f12a4f9e5ffb"),3,2020,PNW,Potatoes,151
ObjectId("5e8bacc58418f12a4f9e5ffc"),3,2020,PNW,Apples,228
ObjectId("5e8bacc58418f12a4f9e5ffd"),3,2020,PNW,Pears,756
ObjectId("5e8bacc58418f12a4f9e5ffe"),3,2020,PNW,Potatoes,26
ObjectId("5e8bacc58418f12a4f9e5fff"),3,2020,PNW,Onions Dry,318
ObjectId("5e8bacc58418f12a4f9e6000"),3,2020,PNW,Potatoes,127
ObjectId("5e8bacc58418f12a4f9e6001"),3,2020,PNW,Apples,14553
ObjectId("5e8bacc58418f12a4f9e6002"),3,2020,PNW,Pears,791
ObjectId("5e8bacc58418f12a4f9e6003"),3,2020,PNW,Rhubarb,1
ObjectId("5e8bacc58418f12a4f9e6004"),3,2020,Southeast,Greens,204
ObjectId("5e8bacc58418f12a4f9e6005"),3,2020,Southeast,Sweet Potatoes,664
ObjectId("5e8bacc58418f12a4f9e6006"),3,2020,Southeast,Collard Greens,173
ObjectId("5e8bacc58418f12a4f9e6007"),3,2020,Southeast,Kale Greens,55
ObjectId("5e8bacc58418f12a4f9e6008"),3,2020,Southeast,Mustard,28
ObjectId("5e8bacc58418f12a4f9e6009"),3,2020,Southeast,Onions Green,44
ObjectId("5e8bacc58418f12a4f9e600a"),3,2020,Southeast,Turnip Tops Greens,32
ObjectId("5e8bacc58418f12a4f9e600b"),3,2020,Southeast,Carrots,134
ObjectId("5e8bacc58418f12a4f9e600c"),3,2020,Southeast,Strawberries,3
ObjectId("5e8bacc58418f12a4f9e600d"),3,2020,Texas,Potatoes,1005
ObjectId("5e8bacc58418f12a4f9e600e"),3,2020,Texas,Beets,3
ObjectId("5e8bacc58418f12a4f9e600f"),3,2020,Texas,Cabbage,45
ObjectId("5e8bacc58418f12a4f9e6010"),3,2020,Texas,Collard Greens,4
ObjectId("5e8bacc58418f12a4f9e6011"),3,2020,Texas,Dandelion Greens,0
ObjectId("5e8bacc58418f12a4f9e6012"),3,2020,Texas,Kale Greens,7
ObjectId("5e8bacc58418f12a4f9e6013"),3,2020,Texas,Kohlrabi,0
ObjectId("5e8bacc58418f12a4f9e6014"),3,2020,Texas,Misc Asian,0
ObjectId("5e8bacc58418f12a4f9e6015"),3,2020,Texas,Misc Herbs,7
ObjectId("5e8bacc58418f12a4f9e6016"),3,2020,Texas,Mustard,2
ObjectId("5e8bacc58418f12a4f9e6017"),3,2020,Texas,Parsley,3
ObjectId("5e8bacc58418f12a4f9e6018"),3,2020,Texas,Radishes,1
ObjectId("5e8bacc58418f12a4f9e6019"),3,2020,Texas,Spinach,0
ObjectId("5e8bacc58418f12a4f9e601a"),3,2020,Texas,Swiss Chard,1
ObjectId("5e8bacc58418f12a4f9e601b"),3,2020,Texas,Turnip Tops Greens,2
ObjectId("5e8bacc58418f12a4f9e601c"),3,2020,Texas,Cabbage,17
ObjectId("5e8bacc58418f12a4f9e601d"),3,2020,Texas,Onions Dry,190
ObjectId("5e8bacc58418f12a4f9e601e"),3,2020,Arizona,Broccoli,23
ObjectId("5e8bacc58418f12a4f9e601f"),3,2020,Arizona,Cabbage,21
ObjectId("5e8bacc58418f12a4f9e6020"),3,2020,Arizona,Cauliflower,44
ObjectId("5e8bacc58418f12a4f9e6021"),3,2020,Arizona,Celery,94
ObjectId("5e8bacc58418f12a4f9e6022"),3,2020,Arizona,Chinese Cabbage,2
ObjectId("5e8bacc58418f12a4f9e6023"),3,2020,Arizona,Endive,0
ObjectId("5e8bacc58418f12a4f9e6024"),3,2020,Arizona,Escarole,1
ObjectId("5e8bacc58418f12a4f9e6025"),3,2020,Arizona,Kale Greens,6
ObjectId("5e8bacc58418f12a4f9e6026"),3,2020,Arizona,Lettuce, Boston,3
ObjectId("5e8bacc58418f12a4f9e6027"),3,2020,Arizona,Lettuce, Green Leaf,26
ObjectId("5e8bacc58418f12a4f9e6028"),3,2020,Arizona,Lettuce, Iceberg,194
ObjectId("5e8bacc58418f12a4f9e6029"),3,2020,Arizona,Lettuce, Processed,68
ObjectId("5e8bacc58418f12a4f9e602a"),3,2020,Arizona,Lettuce, Red Leaf,7
ObjectId("5e8bacc58418f12a4f9e602b"),3,2020,Arizona,Lettuce, Romaine,261
ObjectId("5e8bacc58418f12a4f9e602c"),3,2020,Arizona,Misc Asian,1
ObjectId("5e8bacc58418f12a4f9e602d"),3,2020,Arizona,Parsley,0
ObjectId("5e8bacc58418f12a4f9e602e"),3,2020,Arizona,Radicchio,0
ObjectId("5e8bacc58418f12a4f9e602f"),3,2020,Arizona,Spinach,48
ObjectId("5e8bacc58418f12a4f9e6030"),3,2020,Arizona,Swiss Chard,0
ObjectId("5e8bacc58418f12a4f9e6031"),3,2020,Arizona,Misc Herbs,9
ObjectId("5e8bacc58418f12a4f9e6032"),3,2020,California,Sweet Potatoes,191
ObjectId("5e8bacc58418f12a4f9e6033"),3,2020,California,Onions Dry,109
ObjectId("5e8bacc58418f12a4f9e6034"),3,2020,California,Carrots,52
ObjectId("5e8bacc58418f12a4f9e6035"),3,2020,California,Onions Green,1
ObjectId("5e8bacc58418f12a4f9e6036"),3,2020,California,Apples,12
ObjectId("5e8bacc58418f12a4f9e6037"),3,2020,California,Blackberries,0
ObjectId("5e8bacc58418f12a4f9e6038"),3,2020,California,Brussels Sprouts,1
ObjectId("5e8bacc58418f12a4f9e6039"),3,2020,California,Celery,24
ObjectId("5e8bacc58418f12a4f9e603a"),3,2020,California,Artichokes,0
ObjectId("5e8bacc58418f12a4f9e603b"),3,2020,Mexico-Texas,Garlic,4
ObjectId("5e8bacc58418f12a4f9e603c"),3,2020,Texas,Onions Dry,284
ObjectId("5e8bacc58418f12a4f9e603d"),3,2020,Mexico-Texas,Grapes,5
ObjectId("5e8bacc58418f12a4f9e603e"),3,2020,Mexico-Texas,Mangoes,195
ObjectId("5e8bacc58418f12a4f9e603f"),3,2020,Mexico-Texas,Garlic,0
ObjectId("5e8bacc58418f12a4f9e6040"),3,2020,Midatlantic,Apples,62
ObjectId("5e8bacc58418f12a4f9e6041"),3,2020,Other,Potatoes,105
ObjectId("5e8bacc58418f12a4f9e6042"),3,2020,Other,Potatoes,167
ObjectId("5e8bacc58418f12a4f9e6043"),3,2020,PNW,Apples,7
ObjectId("5e8bacc58418f12a4f9e6044"),3,2020,PNW,Onions Dry,157
ObjectId("5e8bacc58418f12a4f9e6045"),3,2020,PNW,Potatoes,1479
ObjectId("5e8bacc58418f12a4f9e6046"),3,2020,PNW,Onions Dry,91
ObjectId("5e8bacc58418f12a4f9e6047"),3,2020,PNW,Potatoes,26
ObjectId("5e8bacc58418f12a4f9e6048"),3,2020,PNW,Onions Dry,598
ObjectId("5e8bacc58418f12a4f9e6049"),3,2020,PNW,Potatoes,305
ObjectId("5e8bacc58418f12a4f9e604a"),3,2020,Texas,Beets,2
ObjectId("5e8bacc58418f12a4f9e604b"),3,2020,Texas,Cabbage,48
ObjectId("5e8bacc58418f12a4f9e604c"),3,2020,Texas,Collard Greens,3
ObjectId("5e8bacc58418f12a4f9e604d"),3,2020,Texas,Dandelion Greens,0
ObjectId("5e8bacc58418f12a4f9e604e"),3,2020,Texas,Grapefruit,12
ObjectId("5e8bacc58418f12a4f9e604f"),3,2020,Texas,Kale Greens,10
ObjectId("5e8bacc58418f12a4f9e6050"),3,2020,Texas,Kohlrabi,0
ObjectId("5e8bacc58418f12a4f9e6051"),3,2020,Texas,Misc Herbs,9
ObjectId("5e8bacc58418f12a4f9e6052"),3,2020,Texas,Mustard,3
ObjectId("5e8bacc58418f12a4f9e6053"),3,2020,Texas,Oranges,0
ObjectId("5e8bacc58418f12a4f9e6054"),3,2020,Texas,Parsley,2
ObjectId("5e8bacc58418f12a4f9e6055"),3,2020,Texas,Radishes,1
ObjectId("5e8bacc58418f12a4f9e6056"),3,2020,Texas,Spinach,1
ObjectId("5e8bacc58418f12a4f9e6057"),3,2020,Texas,Swiss Chard,1
ObjectId("5e8bacc58418f12a4f9e6058"),3,2020,Texas,Cabbage,8
ObjectId("5e8bacc58418f12a4f9e6059"),3,2020,Texas,Turnip Tops Greens,1
ObjectId("5e8bacc58418f12a4f9e605a"),3,2020,Arizona,Broccoli,0
ObjectId("5e8bacc58418f12a4f9e605b"),3,2020,Arizona,Cabbage,0
ObjectId("5e8bacc58418f12a4f9e605c"),3,2020,Arizona,Cauliflower,2
ObjectId("5e8bacc58418f12a4f9e605d"),3,2020,Arizona,Kale Greens,1
